10000 20000
5556 5899 94949412 
5556 9890 57752716 
5558 6558 51214916 
5558 6118 49102793 
5559 6091 44699623 
5559 6849 65493209 
5559 9664 46821415 
5559 8285 26235773 
5560 6298 12217472 
5561 8065 64635751 
5561 9370 11076919 
5562 6089 84443227 
5562 9305 25765339 
5562 6087 21534818 
5563 6491 9799307 
5564 6443 28040896 
5564 9910 28129958 
5565 6991 63665094 
5565 7456 99412687 
5566 8140 76698285 
5566 9503 83815755 
5566 5965 73370513 
5566 9085 50388572 
5567 5900 56337750 
5567 5855 78977915 
5567 8926 77250866 
5568 8497 69818122 
5568 7600 62875061 
5569 7323 43764505 
5569 8338 21428874 
5569 7121 79158067 
5569 7506 31150286 
5569 8283 73572906 
5570 5843 14711833 
5571 9111 20698514 
5571 7043 90914032 
5571 9028 86615511 
5572 9095 93898135 
5572 5890 89342133 
5573 6225 8256058 
5574 9888 11021934 
5575 8618 44689665 
5575 7579 75927574 
5575 6285 94029429 
5578 9829 83310943 
5578 6862 63695683 
5578 7230 76604279 
5580 6629 48863336 
5580 9837 48569755 
5581 7390 89395668 
5582 8503 42326445 
5582 9387 46359301 
5582 7832 49828681 
5583 8077 90404832 
5583 6236 58600446 
5583 9295 23826201 
5583 8263 37322334 
5583 9585 37913873 
5583 7799 37015645 
5583 8835 12333897 
5583 6138 49130752 
5584 9080 12058479 
5584 7908 40527084 
5585 6116 343204 
5585 7061 67511513 
5585 7671 58481666 
5586 7736 83137050 
5586 7194 26718452 
5588 7005 4686219 
5588 9235 21787868 
5588 7041 86197163 
5589 9204 88167549 
5589 6628 34661704 
5589 6541 26033513 
5590 7806 87243441 
5590 6056 24151987 
5590 6229 40501781 
5591 9013 81195141 
5592 7147 43764276 
5592 7281 1854176 
5592 6263 57424894 
5592 7992 25910498 
5593 6359 83700850 
5593 9443 5979078 
5593 8255 52582506 
5593 9286 41480397 
5594 6220 10648858 
5594 6486 10004440 
5594 7628 40213952 
5594 6210 21630302 
5594 7830 40022257 
5594 6123 36151826 
5595 8794 81358525 
5595 9860 63740515 
5595 5988 88042476 
5595 8884 632127 
5595 7840 9231885 
5596 8940 91845435 
5597 6247 2353 
5597 5949 49650676 
5598 9322 7007234 
5598 7393 97674952 
5598 7354 32463761 
5598 9579 99638191 
5599 8421 8492275 
5600 7173 382411 
5602 7316 59840610 
5603 6007 57817957 
5603 7354 72529684 
5603 8568 88149251 
5605 8249 54101299 
5605 6788 7673409 
5606 6831 99363412 
5606 5916 33093051 
5607 9563 26698830 
5607 7394 51442198 
5607 8346 3185244 
5610 8751 94087971 
5610 6522 70048445 
5610 8888 56045221 
5611 9502 11005687 
5611 8196 73188932 
5612 8768 37743554 
5612 6232 57382464 
5613 8494 34838156 
5615 7482 16619440 
5615 6202 30733572 
5616 7646 10237677 
5617 9885 54625336 
5617 6746 72146611 
5618 6782 99789274 
5618 6149 37968689 
5618 6767 84069329 
5618 9588 25514807 
5620 9605 10254571 
5622 6963 86257504 
5622 9201 23280434 
5623 6619 78851573 
5624 6286 90158961 
5624 7255 89020506 
5625 6040 55338871 
5626 9749 36796804 
5626 5776 29838560 
5627 6295 42494782 
5627 9543 50947476 
5627 7773 8745070 
5628 6497 82069393 
5628 8539 1042085 
5628 6165 46504306 
5629 6683 98691473 
5629 9364 27494938 
5630 6890 83594940 
5631 8537 16988361 
5633 8294 9759718 
5634 9543 33008580 
5636 8461 14660347 
5636 7331 13936545 
5636 7020 72087283 
5636 9870 14530461 
5640 7141 6759255 
5641 7068 86145605 
5642 9867 60957963 
5643 7188 49549045 
5643 7727 32224915 
5643 9671 43886772 
5643 6691 74253661 
5644 6227 5424002 
5644 9692 19659970 
5644 9580 1611549 
5645 8308 277524 
5645 7104 27251009 
5646 8463 76648913 
5647 7618 46925913 
5648 8470 59968860 
5650 7491 95170337 
5650 9298 41164921 
5651 5717 14213563 
5653 9261 42584977 
5653 8343 25154268 
5655 9201 37428933 
5655 6083 57486065 
5655 6369 63258186 
5656 6729 98977033 
5657 9922 64686959 
5657 6597 18522955 
5657 6061 80752385 
5658 6289 81035604 
5658 6138 57086543 
5659 7716 91626273 
5659 9330 23540402 
5660 5952 30499305 
5661 7226 76633537 
5662 5832 93501923 
5662 6720 62553263 
5662 7216 81802130 
5663 7253 60615324 
5663 6932 81773107 
5664 7273 85901447 
5664 7960 87372160 
5665 7780 35801052 
5665 6977 84703109 
5665 9066 27022087 
5665 5672 2977390 
5665 8773 63075605 
5666 5844 46017501 
5667 6887 66553825 
5668 8702 5950671 
5668 9158 39440363 
5668 8703 90415915 
5669 8844 26383037 
5670 5913 43066282 
5670 7143 82793124 
5670 6608 18234300 
5670 8327 99827068 
5670 6840 11817089 
5672 6645 42484809 
5673 7176 71331812 
5673 5931 22146746 
5673 8241 66003885 
5674 8370 43112609 
5675 7890 29595494 
5675 9424 56149934 
5675 8837 54180691 
5676 5746 56779892 
5679 6523 94242062 
5679 7345 69454638 
5681 7329 55377592 
5682 6846 946063 
5683 6063 18617615 
5683 6909 10164521 
5683 6899 32238382 
5683 9029 71154378 
5685 7529 58621895 
5685 8962 22033353 
5686 7327 65567517 
5687 6133 69491916 
5688 8297 80069763 
5690 7230 16188254 
5691 7621 15397372 
5692 6319 1976310 
5692 9005 692201 
5693 6125 37236370 
5693 6698 84609630 
5694 7639 7352138 
5694 7726 83501124 
5694 8483 65942724 
5695 6511 66371022 
5696 9091 85648663 
5696 6044 55187371 
5696 8754 13790448 
5697 9241 5850021 
5697 6299 43947585 
5698 9315 18165227 
5699 7729 48259668 
5699 8705 41621014 
5700 9357 64979660 
5700 5850 52431576 
5700 8415 20554468 
5701 7999 41444220 
5701 6081 1628033 
5701 9173 21284438 
5702 7520 55230298 
5702 5851 39366034 
5702 9779 77013965 
5703 8434 35338311 
5704 5856 97466652 
5704 7082 54595094 
5704 9361 24384021 
5705 9491 33770615 
5706 6658 17356847 
5707 9935 19252577 
5707 6941 83070924 
5707 6038 3253418 
5707 6268 40227077 
5708 6761 62631309 
5708 8368 54723748 
5709 6940 29785515 
5709 6172 8033914 
5710 7525 85703609 
5710 6691 94518270 
5711 8630 48953883 
5711 6724 7821362 
5712 8925 54182633 
5712 6821 84909951 
5713 8765 42526443 
5714 9001 35171428 
5714 7113 12331288 
5715 5837 18734733 
5715 9433 36230114 
5716 9821 26910636 
5716 9619 32000180 
5717 8326 89943197 
5717 7457 77391977 
5717 9118 83785434 
5717 6903 55935769 
5719 9275 33695906 
5719 5991 23082512 
5721 6227 61592784 
5721 9544 42086606 
5721 6459 30725208 
5722 6318 69910491 
5723 8837 67806575 
5724 6739 161939 
5725 8342 62065329 
5725 5820 27028339 
5726 8545 10398006 
5728 9834 10699220 
5728 6480 27557819 
5728 6420 87349021 
5728 8980 46828119 
5729 6296 54577679 
5730 6238 41061864 
5730 8577 8978111 
5731 9321 51749805 
5732 8686 71565283 
5732 5858 57718650 
5736 7526 19709454 
5736 8947 28492712 
5736 7040 676331 
5736 6093 26755257 
5737 9518 24424612 
5737 9060 94274622 
5738 9085 71221350 
5738 6526 65631572 
5739 8725 61054677 
5739 8962 96077132 
5739 9947 89223416 
5740 7810 14125904 
5740 9367 61354482 
5740 5831 32515414 
5741 9031 50578113 
5742 9292 70691471 
5742 9977 21613054 
5742 7991 32098877 
5742 7028 30092634 
5743 8513 28793468 
5744 6950 53618928 
5744 9351 93631122 
5744 7832 70515805 
5744 6673 15018912 
5744 6852 83395187 
5744 9884 23407447 
5744 7496 36692409 
5746 7423 79463919 
5746 8559 68857724 
5747 7491 69368021 
5748 10000 9775289 
5750 7139 36344067 
5750 9569 52985411 
5750 9434 54685787 
5751 5782 83964214 
5754 5762 64656122 
5754 9238 6175215 
5754 8714 49829292 
5756 7567 2621396 
5759 9318 58016815 
5759 7648 34813015 
5760 8956 44391245 
5760 9672 10810137 
5761 8710 77128075 
5761 6842 33810200 
5761 9135 27662343 
5762 7799 20610347 
5763 8039 16811300 
5763 8127 44775494 
5763 6801 31517363 
5766 6632 40095198 
5767 7676 56575158 
5767 5959 80249286 
5767 7135 3326774 
5768 7143 89747740 
5769 6198 558198 
5770 7726 62495464 
5770 8433 36984189 
5771 7826 37123045 
5773 9234 78531138 
5774 8720 75264836 
5775 7463 55093462 
5775 7127 22111135 
5776 9814 74941208 
5776 7085 19560139 
5776 6281 38737027 
5777 8048 24899062 
5777 8766 19705062 
5777 7268 49459767 
5778 6304 96424169 
5779 6294 74050193 
5779 9546 56934908 
5781 8302 82986865 
5781 7577 99300397 
5783 8601 30793319 
5784 7566 79970142 
5784 8954 21118047 
5784 6154 79272055 
5785 7184 48184360 
5785 7446 37179049 
5785 6076 8442480 
5785 8282 70058654 
5786 9406 89945611 
5787 7443 13044836 
5788 9069 15526613 
5790 8505 76742022 
5790 8982 51300477 
5790 9798 58141597 
5792 7605 64391452 
5792 6573 83390936 
5793 6013 75206333 
5794 9504 25802174 
5795 6401 37216492 
5795 9369 76617988 
5795 9485 21573316 
5796 5934 6543652 
5796 8575 82371037 
5796 8380 89406626 
5796 8435 93239290 
5798 9771 51055600 
5798 7731 45346776 
5798 6706 57046703 
5800 7976 3963492 
5801 6003 41449936 
5801 8566 40260859 
5802 8155 35221381 
5802 9132 3926657 
5802 8134 13577366 
5802 6342 42652459 
5803 9990 36793050 
5803 9951 75961508 
5803 8680 85756402 
5804 7730 90144312 
5806 7931 67911805 
5808 7691 99040965 
5809 6562 6244635 
5810 8131 69358553 
5811 8235 21201249 
5811 6883 63384245 
5812 9773 85794581 
5812 5974 69250080 
5813 7566 45931873 
5813 9048 74195702 
5814 7867 74937054 
5815 8525 35607574 
5815 8298 33546833 
5815 9493 7571905 
5815 6695 15158030 
5816 6132 63977787 
5818 7779 19987357 
5819 8055 12677891 
5820 9173 23181388 
5820 6723 96353492 
5820 7071 79829234 
5820 9438 63981849 
5821 9614 44464894 
5821 8257 32483448 
5822 9527 9724039 
5823 6719 31569968 
5824 8937 7153625 
5824 7434 47509398 
5826 8271 80419343 
5827 6857 82542492 
5827 8535 48842888 
5827 8975 14138332 
5828 7206 68695586 
5828 8508 49970565 
5828 6820 98994756 
5828 8941 11482650 
5829 6258 44830902 
5829 8166 84831876 
5830 8729 96607303 
5831 8455 28467028 
5831 6331 92448548 
5831 9562 75977683 
5831 9539 69080084 
5832 7659 97302755 
5834 9378 40017923 
5835 6598 96690889 
5835 8693 40249793 
5838 6660 35226419 
5838 8336 70703492 
5840 8380 45131498 
5840 5922 13373229 
5840 8147 85881331 
5841 6858 43395997 
5841 8652 4625117 
5842 9862 70064593 
5842 6162 24991810 
5843 9823 18506044 
5843 7662 52166529 
5843 8471 97615241 
5844 5887 32168003 
5844 8413 35951726 
5844 9476 76843099 
5844 6400 46915910 
5844 8485 78539860 
5845 7103 4716072 
5846 6681 36831332 
5846 8649 69100414 
5846 8207 95559119 
5848 8120 71429579 
5848 6716 21365092 
5848 9533 60156992 
5848 8672 67761814 
5849 6206 26078273 
5850 9566 5542736 
5850 8937 38820346 
5851 6929 84872007 
5852 9772 63819355 
5852 6957 62845923 
5853 8485 78400790 
5853 7986 63057434 
5854 7524 79535632 
5854 6273 80578150 
5854 7013 89499251 
5855 6637 951734 
5855 9755 27119977 
5856 7730 84697578 
5856 7962 81723822 
5858 7429 12089797 
5858 6526 89480774 
5860 9027 98752440 
5861 9437 68403679 
5862 6104 17168730 
5862 7932 70151990 
5863 9984 49425127 
5865 5992 83199578 
5866 8190 87474348 
5866 7106 14217418 
5867 8219 67755842 
5868 7798 48984501 
5868 6495 65622939 
5868 9531 18019814 
5869 8220 94528679 
5870 6913 28626289 
5870 8259 86021955 
5871 9323 84777382 
5871 8934 76081208 
5871 9491 67825081 
5871 7251 25159643 
5873 9750 15302368 
5873 9041 52241638 
5874 8158 56933747 
5874 7710 48142913 
5876 7777 24366396 
5877 6627 94756761 
5877 9132 29628210 
5878 9172 38127792 
5879 9327 57778743 
5880 6306 71036877 
5881 7040 43264879 
5883 8445 58946135 
5884 8620 47450665 
5884 7571 93366698 
5884 9707 58880264 
5884 6222 17172229 
5884 9154 88179603 
5885 8222 44940985 
5885 6600 83237819 
5885 6618 35789206 
5886 5927 20392056 
5886 8633 57632041 
5887 7431 91036603 
5887 9392 6229383 
5888 8018 7764968 
5889 7534 61146625 
5890 6207 38831728 
5892 9851 42536425 
5893 6420 18237059 
5894 9216 47572653 
5895 7294 42080554 
5896 9137 91698142 
5896 8096 34770359 
5897 6023 91586444 
5898 9048 16041037 
5898 9208 57924203 
5899 8478 95457430 
5899 8509 79607905 
5899 9536 65610540 
5900 7942 88639279 
5900 6763 86030164 
5901 8921 40567756 
5901 7637 61640904 
5902 7103 34553012 
5902 7226 42789963 
5903 9843 15208400 
5904 8450 52416556 
5904 6030 68784161 
5908 8955 59480382 
5908 6563 5642451 
5908 9110 28838135 
5909 8633 4117265 
5909 7818 35234409 
5911 9817 9473753 
5912 8477 66823069 
5912 9806 6436938 
5913 9918 5295916 
5913 8438 25777350 
5913 9259 70743261 
5913 6853 97689714 
5913 8481 21800006 
5914 6117 3592073 
5914 6224 31610367 
5914 7471 13351214 
5915 8734 11073407 
5915 7427 48959018 
5915 7578 15984106 
5915 9945 34378115 
5916 9769 86476019 
5916 8557 67908086 
5916 9872 69197825 
5916 7090 14413813 
5917 8344 35951972 
5917 9130 33047526 
5918 7885 8448038 
5918 6700 61390698 
5918 9557 43337559 
5919 7172 70240155 
5921 9564 54810579 
5921 9299 95260025 
5923 7403 51853781 
5923 6083 97119027 
5924 7896 29105785 
5925 7390 13866811 
5925 9404 63557595 
5925 9107 42446772 
5926 9512 79620258 
5926 8479 69934837 
5926 6254 1464655 
5928 9706 4164426 
5929 6198 31833318 
5929 6038 76178547 
5929 6834 37064111 
5929 9777 54296712 
5931 8371 38351570 
5931 9183 49817394 
5932 7186 531667 
5932 6579 47139589 
5933 8980 19159055 
5933 6720 28665342 
5935 9493 42683145 
5935 9787 73167314 
5937 7219 83603312 
5937 6580 27813119 
5937 6516 19371047 
5938 9186 19496883 
5938 7542 50375305 
5938 6650 71955444 
5939 5991 45968726 
5940 7086 31952634 
5940 8535 33241239 
5942 8006 78824869 
5942 5968 61297142 
5942 8145 57073248 
5943 6641 6873125 
5943 7943 20999345 
5944 7316 93729797 
5944 7729 19483664 
5945 6264 5903040 
5946 9192 96246039 
5947 7715 36634404 
5947 7950 23032017 
5947 8141 48181968 
5947 8703 87192802 
5948 9373 47974065 
5948 8506 88438917 
5949 6742 57966360 
5949 8705 89225446 
5949 6268 83572834 
5950 6845 17519185 
5951 8950 845953 
5951 7737 75241416 
5951 8802 72884754 
5953 8628 39902801 
5954 6575 81200360 
5954 8932 45193975 
5954 6779 38199126 
5954 9487 39123038 
5954 7197 91283113 
5954 9097 65936690 
5954 8035 23192787 
5954 6796 71762851 
5955 6115 48403193 
5956 9318 83109506 
5957 6574 88799764 
5958 7240 78286418 
5959 9743 23273758 
5961 9011 94863708 
5963 9903 94298276 
5963 8175 93272068 
5965 6147 81626009 
5965 6385 42108818 
5965 8527 5312518 
5969 6770 15490233 
5969 8317 8825161 
5969 6684 4640211 
5970 8229 88668141 
5970 9302 8652679 
5971 7463 52282236 
5972 7988 35360316 
5972 7746 33974033 
5973 9650 82487956 
5974 6285 48538946 
5975 7682 19609528 
5975 7748 62741914 
5976 6918 51739509 
5977 6674 96881259 
5977 7946 85940560 
5978 9719 54995134 
5979 5996 65620976 
5979 6301 57306210 
5980 9853 26682187 
5981 7159 47115782 
5982 8996 14844863 
5982 6457 95545482 
5982 6657 9244197 
5983 6775 33492847 
5983 6475 86218209 
5983 7467 36315932 
5984 8803 44874356 
5984 7672 69589267 
5984 8950 11424348 
5985 6135 87901759 
5986 7460 92158024 
5986 8906 59732756 
5986 8196 65189125 
5987 9316 297167 
5988 9157 41180688 
5988 7412 61208567 
5988 8108 98906709 
5989 9329 67593988 
5989 6633 65990847 
5989 6034 14114136 
5990 6057 72440015 
5990 9462 65807169 
5990 8791 62276045 
5990 9478 16354766 
5991 7258 81994041 
5991 7355 1152894 
5992 6958 18371703 
5992 8859 44300787 
5993 7175 57467276 
5994 7689 53362694 
5994 8707 61748622 
5996 7625 90779207 
5996 6804 4835943 
5996 7110 93497341 
5997 8414 1633816 
5997 9074 68428706 
5998 7982 62988313 
5998 9722 6246724 
5999 8936 10556804 
5999 8576 72063100 
6000 6334 40739961 
6001 6696 59933829 
6001 8696 54566434 
6001 6375 69072318 
6003 8548 97587955 
6004 6505 44897450 
6005 9594 97489496 
6005 8850 67777773 
6005 7771 41186122 
6006 8052 57531364 
6006 8177 75042088 
6008 8248 36713921 
6009 7175 92347138 
6010 7795 33156517 
6010 9652 53221862 
6010 6338 36066570 
6011 9562 94159355 
6011 8639 88533050 
6012 8832 49547932 
6015 8711 50044777 
6015 6243 41810607 
6015 6122 41459083 
6015 6472 56225382 
6016 7572 29101078 
6017 7961 24348925 
6017 9093 21216781 
6018 6633 34891229 
6019 9021 45456807 
6019 7998 84598475 
6019 6627 81796279 
6020 7516 11913734 
6020 9505 69614653 
6021 8359 87626747 
6021 7837 71720308 
6022 6354 33477509 
6022 7397 26530095 
6022 7782 91923642 
6022 9091 54443143 
6023 8376 15871448 
6023 6702 2175428 
6023 8119 67583520 
6024 7936 76069980 
6024 7798 90973474 
6025 8070 94096357 
6025 8593 35046439 
6026 6848 12600516 
6027 6968 43986287 
6027 8240 90073914 
6028 7050 56079887 
6028 6529 12718773 
6028 6229 1563485 
6028 9073 66963263 
6028 8768 15510026 
6029 7917 4919397 
6029 8095 7477353 
6029 9280 62627957 
6029 9353 9001681 
6031 8516 87035245 
6032 9344 64623088 
6032 6916 48930605 
6034 7941 12995419 
6035 8289 71351618 
6036 6884 65402010 
6036 7011 48612865 
6036 6421 37893400 
6036 6537 8198404 
6036 6886 30607831 
6036 6139 25836846 
6037 7683 23515551 
6037 8903 59777261 
6038 8503 13654619 
6040 7949 7709757 
6040 9208 55751002 
6040 6790 76261590 
6041 7548 38334328 
6041 7639 10208338 
6041 6999 98591004 
6041 7667 83805631 
6041 7697 3188362 
6041 9808 29120085 
6042 7674 39766453 
6042 8541 84755233 
6043 8336 59873961 
6043 6246 7633169 
6043 9459 7457166 
6046 7524 90862401 
6046 6270 51892259 
6047 8308 12317167 
6049 7717 87668049 
6049 9155 91791038 
6052 7533 6812089 
6052 7044 31508349 
6053 9478 34424935 
6053 6335 52092784 
6055 9656 72589597 
6055 9493 70891771 
6056 6576 64661306 
6056 7245 79273559 
6056 7878 746637 
6057 7735 92662871 
6057 9706 67725739 
6062 6940 30458228 
6062 6582 20207625 
6063 8944 29452905 
6064 8329 25363039 
6064 6102 58971084 
6066 6155 23418931 
6067 8069 38258401 
6068 9475 56091244 
6069 9238 53969934 
6070 9277 61813340 
6070 6117 36106835 
6070 8255 98238328 
6070 9075 23827063 
6071 8979 99869379 
6071 8574 84554965 
6071 9511 94463504 
6073 7915 46244870 
6073 7044 40834340 
6073 8286 28700018 
6074 8265 86455146 
6074 8327 4758067 
6075 8903 97638092 
6077 9096 78392488 
6077 6335 35704586 
6077 6091 60548507 
6080 9134 95348467 
6080 7948 70288347 
6080 9196 88858852 
6080 9715 15508425 
6080 8610 72805755 
6080 6370 14220718 
6081 6721 31732807 
6081 6243 57585739 
6081 6473 39830049 
6082 8087 43674468 
6083 9542 65813415 
6083 6640 68777704 
6084 8535 1422949 
6086 8031 55423057 
6087 8110 25597876 
6087 6990 16557356 
6087 8214 55347417 
6088 9556 50192759 
6089 8262 7119018 
6090 7160 28273223 
6090 7708 42535598 
6090 7144 58837112 
6091 8283 47289282 
6092 7131 2873031 
6092 7323 46746313 
6094 8856 86683229 
6095 7280 23428775 
6095 6294 50649398 
6095 6175 86034889 
6096 9305 84836483 
6097 7631 28107474 
6099 7220 28273154 
6099 7433 8958760 
6099 9967 87300926 
6100 9937 61306029 
6100 8568 50952724 
6101 9922 97904011 
6102 7718 37720587 
6102 7901 29328124 
6104 6690 16782621 
6104 9795 50163200 
6105 9742 51407636 
6105 8872 18716377 
6106 8509 28664582 
6106 8047 66866896 
6107 8852 5380221 
6107 6449 83844623 
6108 6240 4116241 
6109 9950 50842322 
6110 9590 90365156 
6110 9312 91372274 
6111 8465 16948771 
6111 8219 70787786 
6111 7011 57921851 
6112 6361 48945318 
6113 7444 71928011 
6114 7554 28738411 
6114 7160 49703552 
6115 7998 36532961 
6116 9118 24344449 
6116 9987 82808381 
6117 9725 84694864 
6117 9601 70262222 
6118 9200 47825153 
6118 8075 19316402 
6118 7248 87817823 
6118 7773 93339586 
6118 8003 5540828 
6119 7695 73907668 
6120 6542 67939534 
6120 6851 68263642 
6120 6713 9097131 
6121 8057 77209453 
6122 8081 29527553 
6123 9838 37540800 
6124 7594 77827945 
6124 6757 65475504 
6124 8660 48011653 
6125 7397 15134355 
6125 9471 12287278 
6126 6833 75859592 
6126 9694 686284 
6126 6370 48650104 
6128 8335 50478639 
6128 7921 53291542 
6129 8181 32133400 
6129 7422 84750571 
6129 7866 26329609 
6129 6729 81422863 
6131 7730 84128325 
6131 7142 73571168 
6133 9433 44022043 
6134 8792 99159470 
6134 8749 25018908 
6134 7485 42887733 
6135 9118 14727725 
6135 7690 5589392 
6136 7501 29185954 
6136 8975 66371620 
6136 7158 37943305 
6137 6526 25780549 
6137 7894 72690717 
6138 8895 74928008 
6141 9081 98532466 
6141 8907 74385907 
6141 7303 5579915 
6141 9088 58505280 
6142 9996 50858362 
6142 8787 84374688 
6144 9306 43775987 
6146 7472 98616569 
6149 7022 50297834 
6150 6370 41943790 
6152 8615 73481429 
6152 8588 15359907 
6153 6733 17048356 
6153 9056 74075473 
6154 8458 4507095 
6155 7604 12919249 
6156 6331 17672015 
6156 9832 63682798 
6157 7558 2045363 
6158 9690 62797733 
6158 7151 40471115 
6159 7044 88426731 
6160 9989 92980325 
6160 9942 52709413 
6163 6798 25691519 
6163 8404 23013912 
6163 9022 38465335 
6164 9920 28664511 
6165 9142 74833535 
6165 6175 74400573 
6165 8784 66060344 
6165 6981 48704655 
6166 7671 51421756 
6166 8337 4047582 
6168 6403 97205249 
6171 6329 67225588 
6171 8104 99758106 
6172 8082 50998005 
6172 9839 13536411 
6174 9863 21457129 
6176 8259 3588940 
6176 6799 75662864 
6177 7212 21649043 
6177 6602 32970534 
6177 7109 99084893 
6177 7914 88820398 
6178 9814 98836029 
6178 9778 66551336 
6178 7444 42957764 
6178 6801 62912488 
6180 9552 83181572 
6180 8093 17067851 
6182 6328 37291907 
6182 9994 51889801 
6183 8111 15151843 
6183 6936 68346261 
6184 8047 66606274 
6184 7612 64936969 
6184 6983 42582030 
6184 6398 60319438 
6184 6584 53039889 
6185 9470 31358030 
6186 8798 71125872 
6188 7194 63100526 
6188 7152 54415296 
6188 6856 70057702 
6189 6383 50155462 
6189 6325 31773226 
6190 8590 79309536 
6190 8710 78859249 
6190 7029 89319050 
6193 7117 67846559 
6194 6911 99014654 
6195 8396 22027535 
6197 7311 26217243 
6197 8661 48164246 
6198 8038 37554760 
6198 8687 87454829 
6198 8439 53847707 
6199 7162 55355870 
6200 9019 25916583 
6202 6522 33701692 
6204 6290 21542608 
6205 9832 14100146 
6205 8462 42430774 
6206 8201 77745368 
6207 8462 87196215 
6207 7533 14572625 
6207 7947 21304871 
6208 8503 20106444 
6208 6994 69832810 
6208 7203 89638774 
6208 9506 17445274 
6209 7451 80323895 
6209 8691 94004493 
6209 9791 63879367 
6210 9740 1260169 
6211 8065 92999920 
6211 6520 56050784 
6212 8725 1957818 
6212 6695 9101516 
6215 9436 79643199 
6216 7477 28641185 
6219 9500 5833418 
6219 6716 86111878 
6219 6618 84581769 
6219 9426 27227673 
6220 7966 21348754 
6222 9370 3560614 
6223 7211 11806807 
6223 8550 84980560 
6224 9162 46345437 
6225 9628 97768875 
6227 7268 85059555 
6227 9097 27989164 
6227 6474 3138249 
6228 9805 46425282 
6228 9405 68063457 
6228 8287 6493770 
6230 9613 11244003 
6230 8931 25722288 
6230 9675 76042216 
6231 8118 9847558 
6233 9242 76940389 
6233 6658 33166450 
6233 8677 93923723 
6234 6654 66618199 
6234 9464 80634034 
6235 6393 90948249 
6236 8666 67447349 
6237 9571 74949802 
6237 9382 99350057 
6238 9657 38015562 
6239 9082 39637701 
6239 9958 58072745 
6239 9750 78088939 
6240 8747 35442065 
6241 9981 33502496 
6241 8633 61181395 
6241 9936 8900395 
6241 6748 56605386 
6242 8854 7104584 
6246 7607 41222859 
6246 7085 25244409 
6247 7649 5903262 
6247 7912 77930512 
6248 7357 30949204 
6249 6676 70944484 
6249 7052 50086048 
6249 9301 43418020 
6249 7971 12807150 
6250 7636 96723285 
6251 9317 11001713 
6251 6462 60029091 
6251 9076 97072111 
6253 7230 84131278 
6254 9771 83726130 
6255 6872 60468026 
6255 6399 41159494 
6255 8566 16662568 
6256 6809 29014595 
6256 8964 14714682 
6256 8764 28442459 
6256 6841 85303925 
6256 9904 67004346 
6257 6763 14243454 
6257 7612 34478501 
6257 7463 1702078 
6258 7323 57766137 
6258 9890 64062985 
6259 7266 42709120 
6259 7378 95560400 
6261 8414 87041406 
6262 8387 61511869 
6262 6929 10769434 
6263 7207 96001656 
6263 7375 69662988 
6264 9592 43615844 
6264 9884 59190396 
6265 9752 92477553 
6266 7164 66857933 
6267 8219 32393249 
6268 7191 28857454 
6268 7344 15981151 
6268 6731 19286182 
6269 9966 36258970 
6269 9741 7534496 
6269 8058 62998279 
6270 7239 72444083 
6271 7978 32172520 
6271 9856 36815963 
6272 9505 49688917 
6272 8831 90994958 
6273 9711 8067064 
6273 9116 88129908 
6274 7852 61361630 
6274 9446 66096200 
6275 7937 40066428 
6275 7354 17623067 
6275 7579 41884266 
6275 7998 52083967 
6277 7578 35176139 
6279 7608 1765005 
6279 7644 70383572 
6279 6944 55491161 
6279 9482 23063206 
6280 6388 51827713 
6281 7813 855834 
6284 6636 42748747 
6284 9240 42247591 
6285 8607 53763327 
6285 6398 70238986 
6285 9346 26278458 
6286 7524 12730158 
6286 9668 20379564 
6287 6606 41116717 
6289 9641 43568851 
6289 8089 40205178 
6290 9930 32525498 
6290 7367 2366816 
6290 6900 51737173 
6290 8201 42666144 
6291 7216 62532703 
6292 9559 82098342 
6292 8431 83534390 
6292 9491 47789684 
6293 8695 68265743 
6293 8042 78619490 
6293 9218 86884157 
6295 7389 56339387 
6295 7728 74946778 
6295 9821 18672995 
6295 8808 97201991 
6296 8055 24510157 
6297 8821 82690515 
6298 9734 37748490 
6298 8936 60903918 
6298 6443 82660825 
6299 9433 72907241 
6299 10000 55039361 
6301 7753 50223449 
6302 7521 51352958 
6302 9041 41862351 
6302 7353 32437560 
6303 8947 3383287 
6303 8668 18392923 
6304 9494 63226101 
6304 8792 37302122 
6304 8451 97439140 
6304 8868 17257821 
6305 7705 4727972 
6306 9716 72024954 
6308 6359 54425790 
6308 6594 87821397 
6309 7684 83084533 
6309 8741 33807494 
6310 9473 14832164 
6310 7241 90774953 
6310 6484 69699483 
6310 9222 39278081 
6312 9282 17143145 
6313 9746 63829069 
6314 9585 99156804 
6314 9535 71749391 
6314 6400 7854995 
6314 8561 1301095 
6315 6337 54374410 
6317 9772 86868631 
6317 8896 57100400 
6319 9447 1772186 
6319 8087 62492962 
6319 9288 36151280 
6319 7629 54272148 
6319 6823 48340185 
6321 8235 25875320 
6322 8470 64371554 
6323 7468 38006531 
6323 6789 37944058 
6324 6457 10313989 
6324 9412 38488596 
6325 7435 44816480 
6326 8111 58213158 
6326 9737 17059234 
6327 6737 66516833 
6328 7660 58492041 
6328 7399 91158975 
6330 7539 39618815 
6331 9805 52631827 
6331 9695 32444687 
6331 7605 36307920 
6331 8656 16596065 
6332 8791 34445463 
6332 9842 23481397 
6334 9856 73282355 
